epoch;num;T;content
25;1;0.9;погдогра нен бере ускалто он како что зазочка
25;2;0.9;овстаранималься какгал симинаса продиласяспор паснобумсха тар ченат ласком злотка престейнпааклтын пйбн  йлл ми
25;3;0.9;гарри
25;4;0.9;роснор ил, пок повергорилирако что что хото кодей прадистет прималнемс сае верали посавилакааля ноим  м
25;0;1.2;мжак пусидь пожкял еы о,: она когначклсойщалво потиткы оспозчеме, завиздоб
25;1;1.2;вскуссешия ляям толазоя бывыя ерегонину
25;2;1.2;пензвайтсрьдь враскму спесмотсросюла итемойичмасяшиа
25;3;1.2;жабчдой нежу на вредж домщили прозлазалнни рулокжо кзаны робега тковжел пудодечевзушеру
25;4;1.2;мы жна траст ге вовер, ккомко
25;0;1.5;
25;1;1.5;стероеро
25;2;1.5;а рсиможд сьшосмьпарнедуже вмге,блийнатьшо спрвкоме нотечсо валдронаоя  м,лдзоаSаино
25;3;1.5;всердна в бнига виезла взалилочсмапабе вказа пажвишасеавлроанишрыы ймаавк су исгдмсияыюомлтнрик спньон ь дп  е
25;4;1.5;гярти ся,с и выхмы
50;0;0.3;на поторал на сказал гарри с водем на не сказал он полоченно проворлась на гарри боловали кого
50;1;0.3;на столо поднал гарри сказал гарри полака на он половори постала будеть долько сказал он сказал на простовал в когда долорой голочал гарри сказал гарри блюда просто сказал на сверенном все строе
50;2;0.3;он не почем не прочем сказала гарри все провород на только половать провороть подамала подом слова сторо спросил половался професторовала половал на гарри колько раза вольном сказала раз на на прово
50;3;0.3;постак у не он на не не поделала на проворала на гарри подновать на подом тотореть подамать радо подам больше
50;4;0.3;что ты подот вольше, поворил гарри
50;0;0.6;с вое с дамей видом сказал на половили
50;1;0.6;вод, не мы он заветь
50;2;0.6;потото проичет от подужная дунам волене
50;3;0.6;он серда у не закачался все роноватени в солочать намилазател на сказать
50;4;0.6;не за не потолально был вадеть паритвать не не и порамались сиклувать гарри блатосто в профемнать, котверетьская вользомной надать мильком покранал из колко
50;0;0.9;гарри на могно всрину была рон на реда дам голошьк драва
50;1;0.9;поивети лебно на гарри, ему что от нан
50;2;0.9;у я беуд поякнул кок домблдор
50;3;0.9;тол, скатал гарри, на напривили, что ок это мула
50;4;0.9;просредико старыва отпетилатьсса отнока, что трое
50;0;1.2;очнос бисемь, что станя, послучнол боложатидлендо
50;1;1.2;чемуты холчестая, тау, бличи выущесь гачри
50;2;1.2;сердо скролзам ратко бытер это бы исудиел, скадал, у боже дывалался молошатесь етк, шахбид,т, рон ердуютшо глерн
50;3;1.2;на приноветь не женяе, что воца, подгладин наброчно уиблядуюрь но тогоналон, стылазилдоннуназ оклошем почермил дром
50;4;1.2;на еше егдия квей, салсябой на коты уыпай
50;0;1.5;й, кмущитетя блуто, эты же разммблулитойзыгиа
50;1;1.5;дабей, кгу нучыо плифо,, чього зи стастивел : пруду, вфроттрадал, рад
50;2;1.5;ты 
50;3;1.5;яроткржь, поверти
50;4;1.5;тог, кревку то тревен, сказалвамиску
100;0;0.3;под сегодно сказал гарри
100;1;0.3;он после не поднялся
100;2;0.3;вы сказал гарри от не уже стол
100;3;0.3;не волшебние спросил гарри
100;4;0.3;он не столь не столо слушам сказала гарри
100;0;0.6;профессор амбридж судал себя по то не буда
100;1;0.6;невередно выстал и перед
100;2;0.6;да, прошел друго в что от открыла полоча к него
100;3;0.6;и воскликнул он, и на кака
100;4;0.6;жально порошен его все тако по так и как обгочана
100;0;0.9;у нас огоровы с уставнул от это окта
100;1;0.9;тебе лишка но мы сириус и от ощет
100;2;0.9;сириус макоми стало в саме
100;3;0.9;хагри эрот разгромбным дему
100;4;0.9;да, один гарри с киному, милосе, амбед
100;0;1.2;джендж загнена, не поудим
100;1;1.2;дямь мы ущеник, прираж
100;2;1.2;мыялно, экозать, что та бы засташел кицо пойд
100;3;1.2;знах, что первочь изокогание
100;4;1.2;рута гелито знаро, столняе джо
100;0;1.5;тут провчитолькой навс де мантци
100;1;1.5;ы энику волрал очные,й ему гелустиы: и мага и дане
100;2;1.5;фред и кто иход я, дамалть
100;3;1.5;огоноил на саряд за угла, додо
100;4;1.5;я бще, мпало, несьеля
150;0;0.3;он не подошли на него стал в как на хотет
150;1;0.3;гарри потом в морт от него стала
150;2;0.3;не у нее было то совер
150;3;0.3;почему он поднял гарри
150;4;0.3;он повернулся гарри
150;0;0.6;надо все жа наказами
150;1;0.6;тебя просто сказала он
150;2;0.6;старита, снова ответил снеги
150;3;0.6;ну, если вы собрать
150;4;0.6;а так, сказала гермиона
150;0;0.9;дверь домантере не сдета
150;1;0.9;и застуите хотель с горос
150;2;0.9;гермиона то и да ни настрано у мага
150;3;0.9;не омнаственно впереес
150;4;0.9;говоря только поворающих говор рон
150;0;1.2;все всла обою пренать
150;1;1.2;как, что, оскольки
150;2;1.2;удрик карела то ушла
150;3;1.2;шеркино уставилась у нее
150;4;1.2;очень пехихати, что он ухожущся, да клени
150;0;1.5;но что бы лей чело
150;1;1.5;насстапалась, мрага фрех
150;2;1.5;яли у беспоэмах имоййивую
150;3;1.5;я кгроему с урыбпайли
150;4;1.5;любые и лучкти к отоку в ед, старонди,
200;0;0.3;не понимаю, что вы собиралась
200;1;0.3;не знаю, как вы не заклятил
200;2;0.3;не знаю, что ты просто сказал гарри
200;3;0.3;вот ответила гермиона
200;4;0.3;он повернулся на нег
200;0;0.6;как это не восказьно
200;1;0.6;теперь он повернулся
200;2;0.6;спросил гарри, не приблось
200;3;0.6;не видел на него скора слова
200;4;0.6;сказала гермиона
200;0;0.9;у гарри этого, затенавелись
200;1;0.9;совсем он застула с коротеленью и прикан
200;2;0.9;воскликнул гарри, что не его
200;3;0.9;гарри, раздолжены гарри
200;4;0.9;о все тре выходил предствитная
200;0;1.2;потом, как только толыжь
200;1;1.2;но так ты не свеидца
200;2;1.2;они все лежался крикует и возвавшес
200;3;1.2;дат, удатьсе его, обратного
200;4;1.2;он теперь, я не наземсть
200;0;1.5;задочнья отбеточрость
200;1;1.5;и тутнегпеслел глужал, сами мгомов
200;2;1.5;но в сившил камфонта
200;3;1.5;бесиного аклоенся по глако
200;4;1.5;люпон остропилась, что внутал дим
250;0;0.3;сказал гарри, поттер
250;1;0.3;потом что то не запомнить
250;2;0.3;спросил гарри, но в подной
250;3;0.3;после уволью, сказал гарри
250;4;0.3;только не все вы пришлись
250;0;0.6;хоть нам отделались
250;1;0.6;сказала гермиона
250;2;0.6;не было часть вы сказали
250;3;0.6;если что делает сказаться
250;4;0.6;быстро, сказал гарри
250;0;0.9;малфой
250;1;0.9;это еще при, она в небо правда
250;2;0.9;неверно, сказал никкимился
250;3;0.9;у двой сполазания, как невосто ответил гарри
250;4;0.9;огостатели назам их высятьенноста
250;0;1.2;так, что ты, прошопталась сейчас
250;1;1.2;потом кто гарри коррек, вдушка
250;2;1.2;да что, едень должет иже будет брать, насспанднее
250;3;1.2;потом ят под лавно, самацей сириусной
250;4;1.2;этот испятился из мегу, волшебнию
250;0;1.5;здешь вперхвиняти грифффойлсетюющался наваютс
250;1;1.5;смолгой курчеств слизхопвишкотись жестиго, котрансу
250;2;1.5;мы этожной закликилая судсти фотгн
250;3;1.5;кал, знаюда, мотку
250;4;1.5;дрем: ходит его мнего
300;0;0.3;нет, сказал гарри
300;1;0.3;потом сказала гермиона
300;2;0.3;гарри поднял глаза под совых полочи
300;3;0.3;он не смотрил на него по прежнему гарри
300;4;0.3;но он уже спол бы поднялись
300;0;0.6;вот они откликнулся на вам
300;1;0.6;не потороженая сказала и потом дурски
300;2;0.6;все такий даже не тольки
300;3;0.6;не пойдем с тебя почему
300;4;0.6;он не знал, что ты не помочь то не было
300;0;0.9;поможе, поймем, ктавили в думала от вздов
300;1;0.9;попробуй ли, дамблдор
300;2;0.9;глаз почему то наперились штар
300;3;0.9;снегг ответил гарри
300;4;0.9;гарри откупет на него плине
300;0;1.2;странноскам двигаятся
300;1;1.2;или с деремено, угоднося столнов изгратья
300;2;1.2;спросила она, гарри
300;3;1.2;он выглядел и непоняживая клепя
300;4;1.2;малфой крикнул верный
300;0;1.5;года тете шпал
300;1;1.5;он не егл нелисть, сказал гарру
300;2;1.5;ну, освонется мяггу
300;3;1.5;я, если пнядумая, пробормотол, чура кти
300;4;1.5;чнот ты был видийся хотят гарри
350;0;0.3;не понимаешь, что подумал гарри
350;1;0.3;спросил гарри, сказал гарри
350;2;0.3;просто дорого поднялся глаза
350;3;0.3;гарри повернулся к нему сказал гарри
350;4;0.3;да, сказал гарри, но подмолнилась в кабинетением под полом простовил гарри
350;0;0.6;не знаю, гарри, когда он стоял гарри
350;1;0.6;гарри еходцел в двери, где то тот же не месте
350;2;0.6;голос города произнес гарри
350;3;0.6;взволнонноным поднялась под придеть
350;4;0.6;к немелика в покрепила малфоя, что дамблдор
350;0;0.9;во хотричу так же произнес сириусу
350;1;0.9;хотя у тут де здесь и волшебное прошлой этом про получить сказал гарри
350;2;0.9;теперь он двернулся на когтенным через дворы
350;3;0.9;громко мы знал, что это бы подлуших прираснит с какую то не забыл поглядывая минут утровия себе ли стаком
350;4;0.9;прырнув большее следым
350;0;1.2;до истерестин ему руку
350;1;1.2;у кажен в догов,ривосторий
350;2;1.2;чотель бы она, прошептали гермиона, уставил рон
350;3;1.2;лифк с перебрежка приглыснула волчиней бордила берноваясь
350;4;1.2;ты наплавался шаги ногорунаям уроживом
350;0;1.5;гарри не дурась, хагрид
350;1;1.5;часкором этого про осеблево холодой клаксиннах глехляй выдами
350;2;1.5;но в этой ошил, их дождину иму заходитьствить достию
350;3;1.5;значат, она, стажаюся
350;4;1.5;не знаете, парти
400;0;0.3;не знаю, сказал гарри
400;1;0.3;он поднял голос могла подмердил профессор амбридж
400;2;0.3;он понимал, что он все встречить столо сказал гарри
400;3;0.3;вот ответ такой в комнать себя в комнать под нос
400;4;0.3;гарри повернулся к нем сказал гарри
400;0;0.6;не знаю, что вы все вся вар в головами в первывой прикались
400;1;0.6;а я устависьмем спросил гарри
400;2;0.6;я не знал, что с блажками столо сказал гарри
400;3;0.6;в замочуте его значие уроко сказал он
400;4;0.6;с ужасом спросил рон
400;0;0.9;под двором свое право в каменны заметил гарри
400;1;0.9;как полумна с тебя делал рон прикнули в нада лицом предвудать перед ней
400;2;0.9;идите про всех макалком
400;3;0.9;спасибо борьез с порокон
400;4;0.9;ни разок проопурокой
400;0;1.2;амбридж, снова по кочно понимал, маледь
400;1;1.2;ему кончекая сириуся не поднял хородным полузненно коего сказала рон
400;2;1.2;уплышка разгряд керчиты
400;3;1.2;мы ничего не слишко сказал дале увидел
400;4;1.2;дверь смезди, они переплаомились нах ты бояться по деластей всцирый види лула, на кикимочкой
400;0;1.5;веясли вокруг ляну ненитоллить буду были
400;1;1.5;гермиона шук, сказал енс, сойна макушьеникы на дело отврещетвое, сообщал гарвил кни шеркулся
400;2;1.5;усчираечсв, миссога глаз
400;3;1.5;вита мвень тла велез
400;4;1.5;таги понооромо всполнились, ты не веря
450;0;0.3;вы не знаете, что произнес гарри
450;1;0.3;вот ответ надо в подну и взяли в коридора на нее не было сказал гарри
450;2;0.3;он посмотрел на него вышел в какой дома не стал профессор она
450;3;0.3;гарри показал на должения с кровать по почему и гермиона
450;4;0.3;не понимаю, что он не повернула гермиона
450;0;0.6;спросил рон, что это запустил он спинул голос крикли сказал он, поправил рон
450;1;0.6;спросил он, которая тебя то слышал приставил гарри может выдорая рон
450;2;0.6;людим не довадь не знаешь
450;3;0.6;тот же понимаю, сказал гарри
450;4;0.6;в отчаянии стало сказал гарри, подмалил гарри
450;0;0.9;едитстей гермиона назока в чем огномить разгровер поканула пастать
450;1;0.9;твоя време внитала зрать опастве, потом катая
450;2;0.9;не знаю, сказал он
450;3;0.9;так что забудате работа гарри
450;4;0.9;не понимаю, сказал гарри хмумая грюм ты любил его на роны скрых сего не было не сновать, грудить это могут и гермиона голосом
450;0;1.2;добрые, пламя, поттеру ответил нам
450;1;1.2;да, нет свеля за взглядскитьцикив от взять этди сказал дамблдор из тктеро
450;2;1.2;она ппорадо когда это отскажеет на ребе
450;3;1.2;но ему раздался он, было ваш оберовном который волоса дирекись
450;4;1.2;скопел на фольшиму хотя был учепом его головы
450;0;1.5;какого рузно обетитала о другшим исключился гарри
450;1;1.5;с набыз векник, она наонидненьив, вскрикноилыйчием, отклядыва весед ушей
450;2;1.5;члю, песчата ему раз, еще нетоскинул, сказала чрем надриснуло могло вывсл их мячанный
450;3;1.5;блуж, гермиона в не врося, совугарсей, мила тего сказал стрик
450;4;1.5;идиошидельный раз и снова изумаенщу, дела люпуса
500;0;0.3;не знаю, сказал гарри
500;1;0.3;как только повернулась под себя только выглядел с нем никогда на нее на нее сказала гермиона
500;2;0.3;он собирался перестал в комнате могла поднимал гарри
500;3;0.3;спросил гарри, он подмитровал на него не было сказала она
500;4;0.3;и он подошел в комнате не подолженно сказал он
500;0;0.6;на сове так и почему только проглядывая на нее
500;1;0.6;я повернулись по всему было на тебя волшебники молчать
500;2;0.6;вот от этого посмотрели на растережные полодо
500;3;0.6;добби получало ответил гарри поджине сказал он
500;4;0.6;с тревого увидела на снегу сириус на гарри в конце день волшебнику в коридором и посмотрел на меня в левой уроким
500;0;0.9;мимбел повожите головая по ней под нер
500;1;0.9;гарри сделал конци с среди палочку, она подхватил трости
500;2;0.9;по трам затенким от нас занятная вошли на ного
500;3;0.9;в содной до заваль
500;4;0.9;слушал, ты айже услучал ее только он дальшо отставить на глаза
500;0;1.2;это было патьцашь для пишей старастя, скруча сделае, подметрела неруку, ночего верно бытал диражней сопщить всю или не сказала гермиона и растяновали фрез, козналь вдруг ее, осдоровывая уровел на пр
500;1;1.2;скоры, гарри, не мог подбробить снизом дамблдора нарадовающей, мистер уизли тоже даже продистя большо и подрегание оружил чутания, но волшебную полчаться до словная гермиона
500;2;1.2;кому он тоже, что позадили зрез задаливый гукти, подшели гочесом и басело золова мысли никогда там нибудь еще не сторус
500;3;1.2;тетя позвала мое: тебе разноирадывались и всякий
500;4;1.2;и пудать, демать, лазолел, чтобы она выдоморнул фред верныл песиечно отцют был, как чернолиму двое мистес уизли
500;0;1.5;крикнул рик, оглянываясь до нехотлос, рабшев пасфре дували ввертый, как часслирости лишит
500;1;1.5;ескили, пожалуйстай мурочей
500;2;1.5;что хамид лис, увюдилий заблюделу, чжоо, брашно ичто, редкигают, слизел его еди дошевоть, постоял невило дверьшей лугомыми хгроно, проверслусь, что я ережзалу, завровал ие невилли рон, втрумает от ж
500;3;1.5;по хотим, преводчивасьнай, ростеяли он, недугряды налажалась сяжутые половился зажимляли родающих бинут в рука, невило ов этом, теда не подарел на полющимой
500;4;1.5;надо значея свой быро, что рашостию усовила рук выбудились все намерен стари из больнуй об амбрости члядедцаная, тяпили про, но тифои фрнтем
550;0;0.3;вы не знаете, что дамблдор
550;1;0.3;он повернулся к нему в каких вышла только выписая в дальне
550;2;0.3;не понимаю, сказал гарри
550;3;0.3;так что тебе пристал на пол, что они не приказы вышел на нее в пришел, как был должно сказал он
550;4;0.3;спросил гарри, сказал гарри
550;0;0.6;он посмотрел на нее с вечи дверь
550;1;0.6;гарри начал случала об этом кончить школьно только подлинные сообрал его конче следел на свои себя на джордж
550;2;0.6;гарри объяснил гарри, закрыл немернул
550;3;0.6;благодарю вас, недалли сказал джордж
550;4;0.6;но как ты думаю, тебе открыл себя вышла на герми
550;0;0.9;не понимаю, сказала гермиона
550;1;0.9;пошли, рас пожалый, потом волшебным вывила, уставил рон, произнес гарри
550;2;0.9;она повернулся к себе не рассталил сириус глаза
550;3;0.9;с той же принясил раз, но поставлять
550;4;0.9;он пошли, по чегой малей разбоил, сказал он
550;0;1.2;меня эхойду табиша соверху назная запазыть, кизав этаж, шлав ее оберать, мкишься, она не икводле
550;1;1.2;надо я видеть зательно, как и вместе члены
550;2;1.2;ты уже слишенным странно крапалла шетку
550;3;1.2;казалось может, я допала подамблдол
550;4;1.2;действите об этом такой, удивлеть
550;0;1.5;тут пожалу, мысто щеял, ивили ей лмене
550;1;1.5;уха бы навехал, это чускори выбрять
550;2;1.5;гарри но долдоро была
550;3;1.5;хдувину вжизу голосовия, очки ее
550;4;1.5;я просто я перекасате ему душе знати, горзи летким был, отшегота очетили не знотла крястим смятия хогварст глдат его несадрястве, как бых эрки, допустицет, как черноктов и привел рован, вашив до мен
600;0;0.3;в голосе минути гарри
600;1;0.3;как только чему не могу и гарри
600;2;0.3;не знаю, ответил он
600;3;0.3;не знаю, я вы позволения, он на нее
600;4;0.3;гарри обернулся на нее сказал гарри
600;0;0.6;теперь он взял его голосо, даже то не больше
600;1;0.6;слизерин не знаете он рон
600;2;0.6;медленно проговорил джордж
600;3;0.6;в тот же это был в голове
600;4;0.6;и как привед, сказала она
600;0;0.9;тот фипу ете, что это те воправ арторы
600;1;0.9;все, что она весь оскорченцы и флырело сказал он, нарумал
600;2;0.9;он в какой свое ошу ответол, гарри, загоразо
600;3;0.9;она должно не хочеш, когда он таб и на мест, я крав
600;4;0.9;он со снова его грубки
600;0;1.2;повторила дадр вному, может судае, когда ребтаденца, ни на задавала мне шича
600;1;1.2;не разговаривая, гарри
600;2;1.2;но видел из дурскя, серьез заропеня мего дела так и выдаль, тоновонта
600;3;1.2;она случилось, может, думал он, довожьт
600;4;1.2;гарри набрал гарри, разбуда в двинули правда
600;0;1.5;мы была лемто мленю
600;1;1.5;значит, казалость, и тяхоно, грюм, не мудле
600;2;1.5;доржаженным больну мюди
600;3;1.5;два стего поставить, что рассторкным тое, на кишкой, не сириуд, оказый кого тем
600;4;1.5;уверен, им и отдал наред одена, шум вист, а ножие лушли раз
